//			Tech Needed															
//ID	Name		0	1	2	3	4	5	6	7	8	9	Cost	Like	Vol	Ch	Owner	Description
{																		
"name"	"Nothing"	"stats" "	900	0	0	0	0	0	0	0	0	0	0	17	0	0	-1	" "extra" ""
"name"	"Microbiology"	"stats" "	990	0	0	0	0	0	0	0	0	0	100	17	0	0	-1	" "extra" "The study of the biology of microscopic organisms."
"name"	"Genome Mapping"	"stats" "	1	0	0	0	0	0	0	0	0	0	200	16	1	13	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Targeted Gene Expressions"	"stats" "	2	0	0	0	0	0	0	0	0	0	300	16	1	26	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Neurocellular Surgery"	"stats" "	3	0	0	0	0	0	0	0	0	0	400	13	1	20	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Cybernetics"	"stats" "	4	0	0	0	0	0	0	0	0	0	500	11	1	8	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Positronic Implants"	"stats" "	5	0	0	0	0	0	0	0	0	0	700	11	1	22	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Gene Tailoring"	"stats" "	2	0	0	0	0	0	0	0	0	0	300	16	1	12	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Advanced Bacteriology"	"stats" "	7	0	0	0	0	0	0	0	0	0	400	16	1	1	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Spore Delivery"	"stats" "	8	0	0	0	0	0	0	0	0	0	500	13	1	24	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Necrosis"	"stats" "	9	0	0	0	0	0	0	0	0	0	600	6	1	19	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Guardian Bacteria"	"stats" "	8	0	0	0	0	0	0	0	0	0	500	16	1	14	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Cure for Necrosis"	"stats" "	11	0	0	0	0	0	0	0	0	0	600	16	1	7	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Viral Genetics"	"stats" "	7	0	0	0	0	0	0	0	0	0	400	16	1	29	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Cyto-Revitalization"	"stats" "	13	0	0	0	0	0	0	0	0	0	500	16	1	9	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Gene Seed Purification"	"stats" "	7	0	0	0	0	0	0	0	0	0	400	11	1	11	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Xenobiology"	"stats" "	1	0	0	0	0	0	0	0	0	0	200	16	1	32	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Xeno Fauna"	"stats" "	16	0	0	0	0	0	0	0	0	0	400	16	1	30	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Vau Biology"	"stats" "	17	0	0	0	0	0	0	0	0	0	500	15	1	28	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Symbiot Biology"	"stats" "	17	0	0	0	0	0	0	0	0	0	500	15	1	25	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Xeno Flora"	"stats" "	16	0	0	0	0	0	0	0	0	0	400	16	1	31	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Barren Environment"	"stats" "	20	0	0	0	0	0	0	0	0	0	500	15	1	2	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Frozen Environment"	"stats" "	20	0	0	0	0	0	0	0	0	0	500	15	1	10	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Jungle Environment"	"stats" "	20	0	0	0	0	0	0	0	0	0	500	15	1	18	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Pharmacology"	"stats" "	1	0	0	0	0	0	0	0	0	0	200	16	1	21	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Botanical Transgenesis"	"stats" "	24	0	0	0	0	0	0	0	0	0	300	15	1	4	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Combat Drugs"	"stats" "	25	0	0	0	0	0	0	0	0	0	400	10	1	6	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Industrial Agriculture"	"stats" "	1	0	0	0	0	0	0	0	0	0	200	17	1	17	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Hydroponics Farming"	"stats" "	27	0	0	0	0	0	0	0	0	0	300	17	1	16	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Biomechanics"	"stats" "	5	0	0	0	0	0	0	0	0	0	700	13	1	3	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Clustered Synapses"	"stats" "	29	0	0	0	0	0	0	0	0	0	800	11	1	5	-1	" "extra" "Click Archive for more information on this technology."
"name"	"Hironem Biology"	"stats" "	17	0	0	0	0	0	0	0	0	0	500	15	1	15	2	" "extra" "Click Archive for more information on this technology."
"name"	"Shantor Biology"	"stats" "	17	0	0	0	0	0	0	0	0	0	500	15	1	23	4	" "extra" "Click Archive for more information on this technology."
"name"	"Ur-Ukar Biology"	"stats" "	17	0	0	0	0	0	0	0	0	0	500	15	1	27	4	" "extra" "Click Archive for more information on this technology."
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"unused"	"stats" "	800	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	" "extra" ""
"name"	"Physics"	"stats" "	991	0	0	0	0	0	0	0	0	0	100	17	0	0	-1	" "extra" "The study of structure of matter and the interactions between the fundamental constituents of the observable universe."
"name"	"Gravitics"	"stats" "	45	0	0	0	0	0	0	0	0	0	200	16	2	17	-1	" "extra" "Click Archive for more information on this technology."
